Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face,Price_Per_SqFt,Down_Payment_Credit,Price_Per_Room
2011-06-26,2011,Fairfield,"$228,620.00","$260,000.00",Single Family,Detached House,3,2,969,1.025033,West,$268.32,"$6,500.00","$86,666.67"
2011-06-26,2011,Waterbury,"$121,000.00","$121,000.00",Two Family,Duplex,4,2,1369,1.025033,East,$88.39,"$3,025.00","$30,250.00"
2011-06-29,2011,Fairfield,"$648,340.00","$630,000.00",Single Family,Detached House,3,3,1052,1.025033,East,$598.86,"$15,750.00","$210,000.00"
2011-06-29,2011,Waterbury,"$94,910.00","$90,000.00",Single Family,Detached House,3,3,1010,1.025033,East,$89.11,"$2,250.00","$30,000.00"
2011-06-29,2011,Waterbury,"$86,030.00","$59,000.00",Single Family,Detached House,3,2,1008,1.025033,East,$58.53,"$1,475.00","$19,666.67"
2011-06-29,2011,West Hartford,"$899,900.00","$899,900.00",Single Family,Detached House,3,2,908,1.025033,North,$991.08,"$22,497.50","$299,966.67"
2011-06-30,2011,Waterbury,"$70,224.00","$70,224.00",Two Family,Duplex,4,3,1291,1.025033,West,$54.40,"$1,755.60","$17,556.00"
2011-06-30,2011,Greenwich,"$10,258,290.00","$2,226,295.00",Single Family,Detached House,3,1,1002,1.025033,North,"$2,221.85","$55,657.38","$742,098.33"
2011-06-30,2011,Greenwich,"$1,220,660.00","$1,550,000.00",Single Family,Detached House,3,3,1000,1.025033,North,"$1,550.00","$38,750.00","$516,666.67"
2011-06-30,2011,West Hartford,"$163,500.00","$230,000.00",Single Family,Detached House,3,2,965,1.025033,North,$238.34,"$5,750.00","$76,666.67"
2011-06-30,2011,Greenwich,"$1,515,360.00","$1,825,000.00",Single Family,Detached House,3,1,1000,1.025033,South,"$1,825.00","$45,625.00","$608,333.33"
2011-06-30,2011,Waterbury,"$146,180.00","$170,600.00",Three Family,Triplex,6,6,2024,1.025033,South,$84.29,"$4,265.00","$28,433.33"
2011-07-01,2011,Stamford,"$750,000.00","$750,000.00",Single Family,Detached House,3,3,916,1.025033,North,$818.78,"$18,750.00","$250,000.00"
2011-07-01,2011,West Hartford,"$145,700.00","$236,000.00",Single Family,Detached House,3,3,950,1.025033,East,$248.42,"$5,900.00","$78,666.67"
2011-07-01,2011,Waterbury,"$98,380.00","$125,000.00",Two Family,Duplex,4,4,1442,1.025033,North,$86.69,"$3,125.00","$31,250.00"
2011-07-02,2011,Waterbury,"$166,300.00","$185,000.00",Single Family,Detached House,3,1,1000,1.025033,East,$185.00,"$4,625.00","$61,666.67"
2011-07-02,2011,Fairfield,"$478,030.00","$600,000.00",Single Family,Detached House,3,3,915,1.025033,North,$655.74,"$15,000.00","$200,000.00"
2011-07-07,2011,Greenwich,"$1,899,030.00","$1,825,000.00",Single Family,Detached House,3,1,917,1.025033,North,"$1,990.19","$45,625.00","$608,333.33"
2011-07-07,2011,Waterbury,"$109,550.00","$140,000.00",Single Family,Detached House,3,2,968,1.025033,North,$144.63,"$3,500.00","$46,666.67"
2011-07-07,2011,Waterbury,"$104,910.00","$109,575.00",Single Family,Detached House,3,3,1044,1.025033,South,$104.96,"$2,739.38","$36,525.00"
2011-07-08,2011,Waterbury,"$105,940.00","$140,000.00",Single Family,Detached House,3,3,1014,1.025033,South,$138.07,"$3,500.00","$46,666.67"
2011-07-08,2011,Fairfield,"$629,370.00","$570,000.00",Single Family,Detached House,3,1,1060,1.025033,West,$537.74,"$14,250.00","$190,000.00"
2011-07-09,2011,Fairfield,"$422,450.00","$540,000.00",Single Family,Detached House,3,3,1029,1.025033,South,$524.78,"$13,500.00","$180,000.00"
2011-07-09,2011,West Hartford,"$301,300.00","$475,000.00",Single Family,Detached House,3,1,966,1.025033,East,$491.72,"$11,875.00","$158,333.33"
2011-07-09,2011,Waterbury,"$251,980.00","$265,000.00",Single Family,Detached House,3,1,1042,1.025033,West,$254.32,"$6,625.00","$88,333.33"
2011-07-09,2011,Stamford,"$474,780.00","$1,000,000.00",Two Family,Duplex,4,3,1390,1.025033,West,$719.42,"$25,000.00","$250,000.00"
2011-07-13,2011,West Hartford,"$180,400.00","$215,000.00",Single Family,Detached House,3,1,1065,1.025033,East,$201.88,"$5,375.00","$71,666.67"
2011-07-13,2011,West Hartford,"$71,000.00","$430,000.00",Single Family,Detached House,3,1,1035,1.025033,West,$415.46,"$10,750.00","$143,333.33"
2011-07-13,2011,Stamford,"$457,190.00","$534,500.00",Single Family,Detached House,3,3,1095,1.025033,North,$488.13,"$13,362.50","$178,166.67"
2011-07-13,2011,Stamford,"$416,000.00","$400,000.00",Two Family,Duplex,4,2,1400,1.025033,East,$285.71,"$10,000.00","$100,000.00"
2011-07-13,2011,West Hartford,"$205,000.00","$242,000.00",Single Family,Detached House,3,2,909,1.025033,East,$266.23,"$6,050.00","$80,666.67"
2011-07-14,2011,Waterbury,"$100,890.00","$20,000.00",Two Family,Duplex,4,2,1351,1.025033,North,$14.80,$500.00,"$5,000.00"
2011-07-14,2011,West Hartford,"$232,200.00","$330,000.00",Single Family,Detached House,3,1,1000,1.025033,East,$330.00,"$8,250.00","$110,000.00"
2011-07-14,2011,Greenwich,"$6,500,000.00","$6,500,000.00",Single Family,Detached House,3,2,1000,1.025033,North,"$6,500.00","$162,500.00","$2,166,666.67"
2011-07-15,2011,Greenwich,"$1,685,000.00","$1,685,000.00",Single Family,Detached House,3,1,920,1.025033,South,"$1,831.52","$42,125.00","$561,666.67"
2011-07-17,2011,Stamford,"$516,330.00","$615,750.00",Single Family,Detached House,3,3,920,1.025033,North,$669.29,"$15,393.75","$205,250.00"
2011-07-17,2011,Waterbury,"$128,270.00","$32,000.00",Single Family,Detached House,3,2,981,1.025033,West,$32.62,$800.00,"$10,666.67"
2011-07-17,2011,Waterbury,"$71,500.00","$71,500.00",Single Family,Detached House,3,2,1069,1.025033,East,$66.88,"$1,787.50","$23,833.33"
2011-07-17,2011,Greenwich,"$1,941,800.00","$3,576,000.00",Single Family,Detached House,3,1,1033,1.025033,South,"$3,461.76","$89,400.00","$1,192,000.00"
2011-07-22,2011,West Hartford,"$247,500.00","$334,900.00",Two Family,Duplex,4,3,1218,1.025033,East,$274.96,"$8,372.50","$83,725.00"
2011-07-22,2011,Stamford,"$340,000.00","$340,000.00",Single Family,Detached House,3,1,989,1.025033,South,$343.78,"$8,500.00","$113,333.33"
2011-07-22,2011,Waterbury,"$127,460.00","$50,000.00",Two Family,Duplex,4,2,1359.5,1.025033,North,$36.78,"$1,250.00","$12,500.00"
2011-07-23,2011,West Hartford,"$141,700.00","$239,900.00",Single Family,Detached House,3,3,1074,1.025033,East,$223.37,"$5,997.50","$79,966.67"
2011-07-24,2011,Greenwich,"$1,253,700.00","$1,550,000.00",Single Family,Detached House,3,1,1013,1.025033,West,"$1,530.11","$38,750.00","$516,666.67"
2011-07-24,2011,Waterbury,"$91,260.00","$105,000.00",Single Family,Detached House,3,1,1078,1.025033,South,$97.40,"$2,625.00","$35,000.00"
2011-07-27,2011,West Hartford,"$255,000.00","$255,000.00",Single Family,Detached House,3,1,904,1.025033,North,$282.08,"$6,375.00","$85,000.00"
2011-07-27,2011,Fairfield,"$322,420.00","$455,900.00",Single Family,Detached House,3,2,972,1.025033,East,$469.03,"$11,397.50","$151,966.67"
2011-07-29,2011,Greenwich,"$7,756,490.00","$7,820,000.00",Single Family,Detached House,3,1,1072,1.025033,South,"$7,294.78","$195,500.00","$2,606,666.67"
2011-07-29,2011,West Hartford,"$242,300.00","$329,000.00",Single Family,Detached House,3,1,942,1.025033,East,$349.26,"$8,225.00","$109,666.67"
2011-07-30,2011,Waterbury,"$140,090.00","$184,900.00",Single Family,Detached House,3,2,1063,1.025033,East,$173.94,"$4,622.50","$61,633.33"
2011-07-30,2011,Waterbury,"$72,199.00","$72,199.00",Single Family,Detached House,3,1,1031,1.025033,South,$70.03,"$1,804.98","$24,066.33"
2011-07-30,2011,West Hartford,"$302,000.00","$302,000.00",Single Family,Detached House,3,2,1079,1.025033,South,$279.89,"$7,550.00","$100,666.67"
2011-07-31,2011,Fairfield,"$511,910.00","$700,000.00",Single Family,Detached House,3,1,952,1.025033,West,$735.29,"$17,500.00","$233,333.33"
2011-07-31,2011,Greenwich,"$8,946,770.00","$748,251.00",Single Family,Detached House,3,3,1060,1.025033,North,$705.90,"$18,706.28","$249,417.00"
2011-07-31,2011,Greenwich,"$8,946,770.00","$18,151,749.00",Single Family,Detached House,3,3,1041,1.025033,South,"$17,436.84","$453,793.73","$6,050,583.00"
2011-08-03,2011,West Hartford,"$225,500.00","$320,000.00",Single Family,Detached House,3,1,1000,1.025033,North,$320.00,"$8,000.00","$106,666.67"
2011-08-03,2011,Fairfield,"$511,840.00","$689,270.00",Single Family,Detached House,3,3,1079,1.025033,West,$638.80,"$17,231.75","$229,756.67"
2011-08-03,2011,Waterbury,"$109,340.00","$27,000.00",Two Family,Duplex,4,4,1460,1.025033,East,$18.49,$675.00,"$6,750.00"
2011-08-03,2011,Waterbury,"$102,390.00","$135,000.00",Single Family,Detached House,3,1,915,1.025033,East,$147.54,"$3,375.00","$45,000.00"
2011-08-03,2011,Fairfield,"$508,550.00","$625,000.00",Single Family,Detached House,3,1,922,1.025033,South,$677.87,"$15,625.00","$208,333.33"
2011-08-03,2011,West Hartford,"$212,100.00","$350,000.00",Single Family,Detached House,3,2,1023,1.025033,North,$342.13,"$8,750.00","$116,666.67"
2011-08-03,2011,Fairfield,"$235,060.00","$278,500.00",Single Family,Detached House,3,1,1000,1.025033,South,$278.50,"$6,962.50","$92,833.33"
2011-08-03,2011,Fairfield,"$650,230.00","$1,137,500.00",Single Family,Detached House,3,1,907,1.025033,West,"$1,254.13","$28,437.50","$379,166.67"
2011-08-04,2011,Waterbury,"$96,360.00","$121,000.00",Single Family,Detached House,3,2,1009,1.025033,South,$119.92,"$3,025.00","$40,333.33"
2011-08-04,2011,Stamford,"$380,000.00","$380,000.00",Three Family,Triplex,6,6,1923,1.025033,North,$197.61,"$9,500.00","$63,333.33"
2011-08-04,2011,West Hartford,"$240,800.00","$335,000.00",Single Family,Detached House,3,3,980,1.025033,West,$341.84,"$8,375.00","$111,666.67"
2011-08-04,2011,Fairfield,"$295,610.00","$250,000.00",Single Family,Detached House,3,2,1064,1.025033,West,$234.96,"$6,250.00","$83,333.33"
2011-08-05,2011,Fairfield,"$377,790.00","$435,000.00",Single Family,Detached House,3,3,1046,1.025033,North,$415.87,"$10,875.00","$145,000.00"
2011-08-05,2011,Greenwich,"$2,953,370.00","$1,800,000.00",Single Family,Detached House,3,2,1000,1.025033,West,"$1,800.00","$45,000.00","$600,000.00"
2011-08-06,2011,Waterbury,"$86,370.00","$28,000.00",Two Family,Duplex,4,4,1359.5,1.025033,East,$20.60,$700.00,"$7,000.00"
2011-08-06,2011,Stamford,"$346,130.00","$205,000.00",Single Family,Detached House,3,3,912,1.025033,South,$224.78,"$5,125.00","$68,333.33"
2011-08-06,2011,Fairfield,"$265,000.00","$265,000.00",Single Family,Detached House,3,1,1012,1.025033,South,$261.86,"$6,625.00","$88,333.33"
2011-08-06,2011,Fairfield,"$339,360.00","$478,000.00",Two Family,Duplex,4,3,1241,1.025033,East,$385.17,"$11,950.00","$119,500.00"
2011-08-10,2011,West Hartford,"$186,500.00","$264,900.00",Single Family,Detached House,3,1,972,1.025033,West,$272.53,"$6,622.50","$88,300.00"
2011-08-10,2011,Greenwich,"$447,930.00","$607,500.00",Single Family,Detached House,3,3,921,1.025033,East,$659.61,"$15,187.50","$202,500.00"
2011-08-10,2011,Waterbury,"$112,840.00","$82,000.00",Single Family,Detached House,3,2,1000,1.025033,West,$82.00,"$2,050.00","$27,333.33"
2011-08-10,2011,Waterbury,"$78,770.00","$55,000.00",Single Family,Detached House,3,1,911,1.025033,East,$60.37,"$1,375.00","$18,333.33"
2011-08-12,2011,Fairfield,"$448,280.00","$590,000.00",Single Family,Detached House,3,2,1038,1.025033,East,$568.40,"$14,750.00","$196,666.67"
2011-08-12,2011,Fairfield,"$364,910.00","$515,000.00",Single Family,Detached House,3,1,1011,1.025033,North,$509.40,"$12,875.00","$171,666.67"
2011-08-13,2011,Greenwich,"$321,650.00","$568,400.00",Single Family,Detached House,3,2,955,1.025033,West,$595.18,"$14,210.00","$189,466.67"
2011-08-13,2011,Stamford,"$563,600.00","$700,000.00",Single Family,Detached House,3,3,992,1.025033,North,$705.65,"$17,500.00","$233,333.33"
2011-08-14,2011,Fairfield,"$1,353,030.00","$2,687,500.00",Single Family,Detached House,3,1,1039,1.025033,South,"$2,586.62","$67,187.50","$895,833.33"
2011-08-14,2011,Waterbury,"$88,610.00","$121,500.00",Single Family,Detached House,3,1,993,1.025033,East,$122.36,"$3,037.50","$40,500.00"
2011-08-17,2011,West Hartford,"$226,900.00","$317,000.00",Single Family,Detached House,3,1,948,1.025033,East,$334.39,"$7,925.00","$105,666.67"
2011-08-17,2011,West Hartford,"$550,000.00","$550,000.00",Single Family,Detached House,3,2,929,1.025033,East,$592.03,"$13,750.00","$183,333.33"
2011-08-17,2011,Greenwich,"$2,349,060.00","$2,500,000.00",Single Family,Detached House,3,2,1018,1.025033,West,"$2,455.80","$62,500.00","$833,333.33"
2011-08-17,2011,Fairfield,"$361,690.00","$290,000.00",Two Family,Duplex,4,4,1359.5,1.025033,North,$213.31,"$7,250.00","$72,500.00"
2011-08-17,2011,Stamford,"$1,150,810.00","$1,399,000.00",Single Family,Detached House,3,2,1054,1.025033,East,"$1,327.32","$34,975.00","$466,333.33"
2011-08-17,2011,Fairfield,"$843,010.00","$1,100,000.00",Single Family,Detached House,3,3,987,1.025033,North,"$1,114.49","$27,500.00","$366,666.67"
2011-08-17,2011,West Hartford,"$236,800.00","$360,000.00",Single Family,Detached House,3,2,997,1.025033,South,$361.08,"$9,000.00","$120,000.00"
2011-08-17,2011,West Hartford,"$132,600.00","$193,500.00",Single Family,Detached House,3,3,908,1.025033,West,$213.11,"$4,837.50","$64,500.00"
2011-08-17,2011,West Hartford,"$275,200.00","$355,000.00",Single Family,Detached House,3,2,910,1.025033,West,$390.11,"$8,875.00","$118,333.33"
2011-08-17,2011,Fairfield,"$614,670.00","$710,000.00",Single Family,Detached House,3,2,1058,1.025033,West,$671.08,"$17,750.00","$236,666.67"
2011-08-18,2011,Stamford,"$641,950.00","$795,000.00",Single Family,Detached House,3,1,1000,1.025033,South,$795.00,"$19,875.00","$265,000.00"
2011-08-18,2011,Greenwich,"$681,030.00","$1,150,000.00",Single Family,Detached House,3,1,1000,1.025033,North,"$1,150.00","$28,750.00","$383,333.33"
2011-08-19,2011,Greenwich,"$1,267,280.00","$2,260,000.00",Single Family,Detached House,3,2,910,1.025033,South,"$2,483.52","$56,500.00","$753,333.33"
2011-08-20,2011,Stamford,"$353,960.00","$530,000.00",Single Family,Detached House,3,3,1024,1.025033,North,$517.58,"$13,250.00","$176,666.67"
2011-08-21,2011,Waterbury,"$167,260.00","$145,000.00",Single Family,Detached House,3,1,998,1.025033,East,$145.29,"$3,625.00","$48,333.33"
2011-08-21,2011,Greenwich,"$6,333,250.00","$6,450,000.00",Single Family,Detached House,3,3,1050,1.025033,East,"$6,142.86","$161,250.00","$2,150,000.00"
2011-08-24,2011,Fairfield,"$446,320.00","$467,500.00",Single Family,Detached House,3,2,921,1.025033,West,$507.60,"$11,687.50","$155,833.33"
2011-08-24,2011,Waterbury,"$124,850.00","$165,000.00",Single Family,Detached House,3,1,909,1.025033,East,$181.52,"$4,125.00","$55,000.00"
2011-08-24,2011,Fairfield,"$532,210.00","$875,000.00",Single Family,Detached House,3,3,957,1.025033,North,$914.32,"$21,875.00","$291,666.67"
2011-08-24,2011,Fairfield,"$952,000.00","$952,000.00",Single Family,Detached House,3,2,958,1.025033,East,$993.74,"$23,800.00","$317,333.33"
2011-08-24,2011,Fairfield,"$331,940.00","$60,000.00",Single Family,Detached House,3,2,959,1.025033,South,$62.57,"$1,500.00","$20,000.00"
2011-08-25,2011,West Hartford,"$192,500.00","$227,500.00",Single Family,Detached House,3,3,1036,1.025033,North,$219.59,"$5,687.50","$75,833.33"
2011-08-25,2011,Waterbury,"$113,470.00","$134,000.00",Single Family,Detached House,3,2,974,1.025033,North,$137.58,"$3,350.00","$44,666.67"
2011-08-25,2011,West Hartford,"$170,600.00","$190,000.00",Single Family,Detached House,3,1,903,1.025033,South,$210.41,"$4,750.00","$63,333.33"
2011-08-25,2011,Waterbury,"$109,630.00","$92,000.00",Two Family,Duplex,4,3,1475,1.025033,East,$62.37,"$2,300.00","$23,000.00"
2011-08-27,2011,West Hartford,"$216,900.00","$365,500.00",Single Family,Detached House,3,2,1046,1.025033,West,$349.43,"$9,137.50","$121,833.33"
2011-08-27,2011,Greenwich,"$444,850.00","$385,000.00",Single Family,Detached House,3,3,1055,1.025033,East,$364.93,"$9,625.00","$128,333.33"
2011-08-28,2011,Greenwich,"$676,250.00","$676,250.00",Single Family,Detached House,3,3,1094,1.025033,East,$618.14,"$16,906.25","$225,416.67"
2011-08-28,2011,Stamford,"$1,846,740.00","$2,500,000.00",Single Family,Detached House,3,3,1084,1.025033,East,"$2,306.27","$62,500.00","$833,333.33"
2011-08-28,2011,Greenwich,"$1,289,190.00","$1,537,500.00",Single Family,Detached House,3,2,961,1.025033,East,"$1,599.90","$38,437.50","$512,500.00"
2011-08-31,2011,West Hartford,"$315,100.00","$379,500.00",Two Family,Duplex,4,2,1312,1.025033,South,$289.25,"$9,487.50","$94,875.00"
2011-08-31,2011,West Hartford,"$186,900.00","$310,000.00",Single Family,Detached House,3,3,929,1.025033,North,$333.69,"$7,750.00","$103,333.33"
2011-08-31,2011,Fairfield,"$910,910.00","$1,250,000.00",Single Family,Detached House,3,3,973,1.025033,East,"$1,284.69","$31,250.00","$416,666.67"
2011-08-31,2011,Waterbury,"$77,210.00","$123,574.00",Single Family,Detached House,3,2,965,1.025033,East,$128.06,"$3,089.35","$41,191.33"
2011-08-31,2011,Waterbury,"$137,390.00","$129,000.00",Single Family,Detached House,3,2,1035,1.025033,West,$124.64,"$3,225.00","$43,000.00"
2011-08-31,2011,Waterbury,"$105,090.00","$124,500.00",Single Family,Detached House,3,3,986,1.025033,North,$126.27,"$3,112.50","$41,500.00"
2011-09-01,2011,Greenwich,"$526,820.00","$160,000.00",Two Family,Duplex,4,4,1344,1.025033,South,$119.05,"$4,000.00","$40,000.00"
2011-09-01,2011,Greenwich,"$1,586,830.00","$2,025,000.00",Single Family,Detached House,3,1,962,1.025033,North,"$2,104.99","$50,625.00","$675,000.00"
2011-09-01,2011,Waterbury,"$115,000.00","$95,000.00",Single Family,Detached House,3,2,993,1.025033,East,$95.67,"$2,375.00","$31,666.67"
2011-09-01,2011,West Hartford,"$190,900.00","$280,000.00",Single Family,Detached House,3,2,1058,1.025033,South,$264.65,"$7,000.00","$93,333.33"
2011-09-01,2011,Stamford,"$375,000.00","$375,000.00",Single Family,Detached House,3,2,1098,1.025033,West,$341.53,"$9,375.00","$125,000.00"
2011-09-01,2011,Waterbury,"$130,070.00","$144,000.00",Single Family,Detached House,3,3,1082,1.025033,East,$133.09,"$3,600.00","$48,000.00"
2011-09-01,2011,West Hartford,"$265,000.00","$265,000.00",Single Family,Detached House,3,2,1071,1.025033,North,$247.43,"$6,625.00","$88,333.33"
2011-09-02,2011,Fairfield,"$394,100.00","$589,900.00",Single Family,Detached House,3,1,1019,1.025033,West,$578.90,"$14,747.50","$196,633.33"
2011-09-02,2011,Greenwich,"$3,500,000.00","$4,022,500.00",Single Family,Detached House,3,3,1037,1.025033,West,"$3,878.98","$100,562.50","$1,340,833.33"
2011-09-02,2011,Fairfield,"$750,000.00","$750,000.00",Single Family,Detached House,3,3,1077,1.025033,South,$696.38,"$18,750.00","$250,000.00"
2011-09-03,2011,Fairfield,"$288,540.00","$410,000.00",Single Family,Detached House,3,3,1050,1.025033,East,$390.48,"$10,250.00","$136,666.67"
2011-09-08,2011,Fairfield,"$504,700.00","$375,000.00",Single Family,Detached House,3,1,1043,1.025033,North,$359.54,"$9,375.00","$125,000.00"
2011-09-08,2011,Stamford,"$583,180.00","$764,500.00",Single Family,Detached House,3,2,936,1.025033,West,$816.77,"$19,112.50","$254,833.33"
2011-09-09,2011,Waterbury,"$150,880.00","$168,000.00",Single Family,Detached House,3,1,1000,1.025033,North,$168.00,"$4,200.00","$56,000.00"
2011-09-09,2011,Waterbury,"$99,160.00","$127,900.00",Single Family,Detached House,3,2,928,1.025033,North,$137.82,"$3,197.50","$42,633.33"
2011-09-10,2011,Greenwich,"$1,672,160.00","$2,150,000.00",Single Family,Detached House,3,3,1004,1.025033,North,"$2,141.43","$53,750.00","$716,666.67"
2011-09-14,2011,Stamford,"$1,171,430.00","$2,375,000.00",Single Family,Detached House,3,3,1006,1.025033,East,"$2,360.83","$59,375.00","$791,666.67"
2011-09-14,2011,West Hartford,"$361,800.00","$395,000.00",Single Family,Detached House,3,1,970,1.025033,North,$407.22,"$9,875.00","$131,666.67"
